order,id,count,hate_speech,offensive_language,neither,class,labels,tweet_hashed
256,527,3,0,2,1,1,0-2-1,"""Let's do nips ahoy and spank me maybe"""
257,7832,3,0,3,0,1,0-3-0,All the hoes know who I rock wit &#128175;
258,1650,3,0,0,3,2,0-0-3,&#8220;@###### #Yankees and Red Sox are scoreless as we play in the 2nd inning.&#8221;THE BAMBINO IS WATCHING!
259,23352,3,0,0,3,2,0-0-3,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium
260,21422,3,0,2,1,1,0-2-1,"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset."
261,22382,3,1,2,0,1,1/2/2000,"This Amish bitch was rockin Gucci and her man was smokin a e-cig. Smh fake ass ""Amish"" ass bish!"
262,5615,3,1,2,0,1,1/2/2000,"@###### im 60 n I hate elissa, a fake ass cunt"
263,60,3,0,2,1,1,0-2-1,"""@###### I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet"
264,5784,3,0,3,0,1,0-3-0,@###### you're a bitch Ihy
265,16739,3,0,2,1,1,0-2-1,RT @###### We put a redneck in the White House it's gonna be the camo house. @###### &#128521;&#128514;
266,15331,3,0,0,3,2,0-0-3,RT @###### @###### looked like Princess Bella in that yellow dress&#128120;&#128120;
267,2307,3,2,1,0,0,2/1/2000,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;
268,15476,3,1,2,0,1,1/2/2000,RT @###### If you cant pass the asvab you might as well just go full retard
269,8142,3,0,3,0,1,0-3-0,Bad bitches is the only thing that I like
270,6443,3,3,0,0,0,3-0-0,@###### @###### @###### Bernstine is Chi Sox Jew fag.
271,6488,3,2,0,1,0,2-0-1,@###### fag.
272,16448,3,0,1,2,2,0-1-2,RT @###### Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.
273,12211,3,2,1,0,0,2/1/2000,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me
274,21848,3,0,0,3,2,0-0-3,That crow has socks
275,20926,3,0,0,3,2,0-0-3,Ready to go get my fried Oreos
276,16333,3,1,2,0,1,1/2/2000,"RT @###### I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?"
277,2979,3,1,0,2,2,1-0-2,@###### look at you with yellow fever.
278,25030,3,3,0,0,0,3-0-0,the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.
279,3796,3,0,0,3,2,0-0-3,@###### He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course
280,12424,3,0,2,1,1,0-2-1,"Just bought @###### new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack"
281,22043,3,0,3,0,1,0-3-0,The little bitch nervous because he not tweeting anymore
282,16976,3,3,0,0,0,3-0-0,RT @###### kill whitey
283,6475,3,0,0,3,2,0-0-3,"@###### @###### stegosaurus hissed like a snake, pterodactyl sounded like a crow,T-rex like a cross between a parrot and an elephant"
284,4632,3,0,2,1,1,0-2-1,@###### no wonder your career is in the dump that's where trash like you belongs. Thanks to @###### for pointing out your true colors
285,5261,3,0,0,3,2,0-0-3,@###### We might have more. Can't really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe.
286,21924,3,0,3,0,1,0-3-0,"That's what I tell my hoes when they ain't throwing the neck RT ""@###### Aint nobody got time for that"""
287,2323,3,0,2,1,1,0-2-1,90 percent yo bitch with me 100 percent that scrap with me
288,9910,3,0,3,0,1,0-3-0,Hanging with my bitches I couldn't be more happy #thegoodlife
289,14143,3,0,0,3,2,0-0-3,People who slam on the brakes at yellow lights should not be allowed to drive.
290,6150,3,1,0,2,2,1-0-2,@###### @###### Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme
291,21975,3,0,2,1,1,0-2-1,"The X's and O's, exes and hoes, I exit and ghost &#128123;"
292,364,3,1,2,0,1,1/2/2000,"""@###### Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."
293,12812,3,0,3,0,1,0-3-0,Lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. Makes me feel low in life
294,11560,3,0,1,2,2,0-1-2,I'm getting sleepy and my phone is acting retarded...
295,7103,3,0,2,1,1,0-2-1,@###### lol yeah birds be chirping outside. Bastards.
296,13957,3,0,0,3,2,0-0-3,On the anniversary of 9/11 #ISIS &amp; Al Qaeda supporters each claim Ben Laden as their own as a show of their Jihadi authenticity #pathetic
297,11987,3,1,0,2,2,1-0-2,"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash."
298,14243,3,1,2,0,1,1/2/2000,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day."
299,21850,3,0,2,1,1,0-2-1,That depression shit trash.
300,20028,3,0,1,2,2,0-1-2,"RT @###### There was a fly that was banging into all the windows and I called it retarded but then I thought to myself ""umm I'm talki&#8230;"
301,16442,3,2,1,0,0,2/1/2000,RT @###### On Nigger Day we honor nigger traditions by not working.
302,16839,3,1,0,2,2,1-0-2,RT @###### @###### @###### @###### @###### @###### So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;
303,24983,3,1,2,0,1,1/2/2000,stupid fucking metal bird
304,13020,3,0,0,3,2,0-0-3,Majority of it is trash anyway.
305,5621,3,0,1,2,2,0-1-2,@###### comes from a guy whose sole qualification to be CM is being the lucky sperm :-)
306,18549,3,0,1,2,2,0-1-2,RT @###### #Yankees can jump into first place TONIGHT. RT if you think they will!
307,17772,3,0,3,0,1,0-3-0,"RT @###### &#8220;If you want to buy anything, you just talk to the bottom bitch and then the bottom bitch talks to me&#8230; Do you know what I am&#8230;"
308,10261,3,0,3,0,1,0-3-0,"I ain't got no type, bad bitches is the only thing I like."
309,15808,3,1,2,0,1,1/2/2000,RT @###### Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;
310,850,3,2,0,1,0,2-0-1,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
311,20013,3,0,0,3,2,0-0-3,RT @###### DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @###### 14th St cc: @###### @######
312,23393,3,0,2,1,1,0-2-1,"Why yes, functioning tho RT @###### Are you retarded?"
313,5310,3,2,1,0,0,2/1/2000,@###### @###### @###### fuck outta here faggot that wouldn't even be a fair
314,4021,3,1,0,2,2,1-0-2,@###### your a big yute to be having slits in your brows my darg lol drop it out
315,7305,3,0,1,2,2,0-1-2,@###### Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.
316,5396,3,2,1,0,0,2/1/2000,@###### Shit ill pay the premium to get away from these anything ass hoes
317,14706,3,0,0,3,2,0-0-3,RT @###### My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...
318,1245,3,0,2,1,1,0-2-1,"&#8220;@###### Watching #AttackofTitan on @###### bro you a HAN for stealing my tweet, bitch ass nigga"
319,4138,3,0,2,1,1,0-2-1,@###### would be funnier if America and not pussy Canada.
320,3355,3,0,0,3,2,0-0-3,"@###### u want me to make u one of my ghetto nunchucks, they come in singles and double_ended"
321,15811,3,0,3,0,1,0-3-0,RT @###### Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;
322,13412,3,1,0,2,2,1-0-2,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
323,584,3,0,0,3,2,0-0-3,"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""- Robert Frost Giant"
324,9823,3,0,3,0,1,0-3-0,Gotta question the nicca standing next to you cut em off
325,3077,3,2,1,0,0,2/1/2000,@###### I'd hate feeling like a faggot too punk ass hoe
326,21294,3,0,2,1,1,0-2-1,Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.
327,7912,3,0,1,2,2,0-1-2,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying
328,6212,3,0,1,2,2,0-1-2,@###### this guys company had best year EVER...under Obama....conservative teabaggers are scum
329,21642,3,1,2,0,1,1/2/2000,Strapped up fasho cause Iont trust no hoe
330,6714,3,0,0,3,2,0-0-3,@###### I give up on the Tankees I mean Yankees. Maybe next year!!
331,699,3,1,2,0,1,1/2/2000,"#Crack that whip, cracker"
332,11416,3,3,0,0,0,3-0-0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 
JK 

Just trolling

Fags"
333,4645,3,1,2,0,1,1/2/2000,@###### My nigga know he a bitch
334,8520,3,0,2,1,1,0-2-1,Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.
335,11517,3,2,1,0,0,2/1/2000,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
336,13619,3,2,1,0,0,2/1/2000,Nigga just had them crackers on a chase.
337,23074,3,3,0,0,0,3-0-0,"What be the peckin order?1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
338,7360,3,0,2,1,1,0-2-1,"@###### ""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!"""
339,5670,3,2,1,0,0,2/1/2000,@###### i can give you some of my clothes so you can look like a cute dyke
340,2965,3,0,3,0,1,0-3-0,@###### *hoes
341,8853,3,0,1,2,2,0-1-2,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.
342,12865,3,1,2,0,1,1/2/2000,Lmfao niggas was going ham on the trash can in class.
343,17631,3,0,0,3,2,0-0-3,RT @###### This whole week was trash
344,10964,3,0,0,3,2,0-0-3,I live for two-bite brownies
345,24508,3,0,1,2,2,0-1-2,i thought garbage men were supposed to bring trash to the dump but they wouldn't take me ha ha ha. self depreciation ftw.
346,4883,3,1,0,2,2,1-0-2,"@###### Are you sure about that, slant? They're plagiarists, and you have no idea who I am."
347,15629,3,3,0,0,0,3-0-0,RT @###### I wanna sleep but I'm outside with this nigger lol trying to hang him
348,3759,3,0,2,1,1,0-2-1,@###### #Savages Day is like coloreds dat wrap day hoes like mummies
349,6565,3,2,1,0,0,2/1/2000,@###### nah dude mostly just sound like a faggot
350,20892,3,0,1,2,2,0-1-2,RT @###### if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
351,11167,3,0,3,0,1,0-3-0,I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please
352,3945,3,2,0,1,0,2-0-1,"@###### i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week...."
353,16885,3,0,1,2,2,0-1-2,"RT @###### Jeff Fisher saved by the refs. That was karma, but the zebras messed with it."
354,8585,3,2,1,0,0,2/1/2000,Can't stand bitch ass niggas.
355,7465,3,0,3,0,1,0-3-0,@###### I don't care what they is they can catch them hoes
356,22513,3,0,3,0,1,0-3-0,"This girl legit looks like a pig, Kiss imik you bitch"
357,18569,3,0,0,3,2,0-0-3,"RT @###### One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too."
358,11764,3,1,0,2,2,1-0-2,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail
359,17526,3,0,0,3,2,0-0-3,"RT @###### Mertesacker saying ""give him the ghetto fist"" is still goat"
360,5412,3,0,2,1,1,0-2-1,@###### lol cracker
361,17582,3,2,0,1,0,2-0-1,RT @###### @###### @###### @###### @###### I don't care tho cracker
362,17103,3,1,2,0,1,1/2/2000,RT @###### Your girl's hoe friends gonna gas her to cheat on you. A tall nigga with abs start stroking on her in the club &amp; they &#8230;
363,18339,3,0,1,2,2,0-1-2,RT @###### *Goes into monkey bar to meet swingers*
364,4739,3,0,0,3,2,0-0-3,@###### trash smh game rigged bumgarner took roids
365,6005,3,1,2,0,1,1/2/2000,@###### shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -
366,17273,3,0,0,3,2,0-0-3,RT @###### On this day 1941 the #Yankees Joe DiMaggio goes 0 for 3 with a walk vs Cleveland #Indians to end his 56 game hitting streak
367,796,3,0,1,2,2,0-1-2,#THEBOONDOCKS at 10:30 my nicca!
368,7814,3,0,1,2,2,0-1-2,All my so whitey bois gone ride
369,8903,3,0,2,1,1,0-2-1,Dawg ass hoes
370,4246,3,2,1,0,0,2/1/2000,@###### You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!
371,4442,3,2,1,0,0,2/1/2000,@###### @###### @###### look at this nigger ass nigger shit right here
372,5648,3,2,1,0,0,2/1/2000,@###### leave dyke
373,5385,3,2,1,0,0,2/1/2000,@###### gay fags
374,21679,3,0,1,2,2,0-1-2,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?
375,2582,3,0,2,1,1,0-2-1,@###### this account is so incredibly retarded.
376,2785,3,2,0,1,0,2-0-1,@###### @###### racist @###### tx trash racist why wld u intvw @###### n ask racist questions itwas so disrespectful
377,21900,3,2,0,1,0,2-0-1,That was my faggot rant for the night.
378,5532,3,0,2,1,1,0-2-1,@###### my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.
379,22149,3,0,1,2,2,0-1-2,There should be a side trip into DC to Charlie Palmers during CPAC @###### @###### @###### @######
380,2539,3,2,0,1,0,2-0-1,"@###### Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet)."
381,3273,3,3,0,0,0,3-0-0,@###### fugly queer white trash
382,12118,3,0,1,2,2,0-1-2,Indiana lost to Bowling Green. Big Ten continues to be trash.
383,2952,3,1,2,0,1,1/2/2000,@###### fuck u u dumb ass bitch hoe
384,3265,3,0,0,3,2,0-0-3,@###### THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!
385,6373,3,1,2,0,1,1/2/2000,@###### at least put a caption when stealing the pic fag lol
386,9980,3,0,3,0,1,0-3-0,"He be like ""bitch dontouch my braids"""
387,5163,3,0,3,0,1,0-3-0,"@###### A+ Would expect nothing less from your dominion. Oh by the way, SEC bitches!"
388,9013,3,0,0,3,2,0-0-3,Does it bother anyone else that the planet of the apes timeline makes no sense?
389,21974,3,1,0,2,2,1-0-2,The Wayans bros is the most retarded show ever.
390,7671,3,2,1,0,0,2/1/2000,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
391,20185,3,3,0,0,0,3-0-0,RT @###### Oh my goodness do I hate Chinese people. Fucking zipperheads
392,12313,3,0,3,0,1,0-3-0,Its nt that i hate that bitch i just hate the shot he do
393,22214,3,1,2,0,1,1/2/2000,These cheetos taste likka steak right nah boy these bitches going DUMB!!
394,3510,3,0,0,3,2,0-0-3,@###### bout to be in ike a couple hours
395,18977,3,0,1,2,2,0-1-2,RT @###### @###### so the ball did roll down the slope &amp; found a natural spot @###### defending brother &amp; the scumbag @######
396,2553,3,2,1,0,0,2/1/2000,@###### answer my snapchat faggot #butthurt
397,2356,3,0,3,0,1,0-3-0,@###### @###### fag
398,23092,3,0,1,2,2,0-1-2,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:
399,6651,3,3,0,0,0,3-0-0,@###### oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
400,4629,3,0,0,3,2,0-0-3,"@###### &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"""
401,7442,3,3,0,0,0,3-0-0,@###### @###### fucking faggot
402,1397,3,1,2,0,1,1/2/2000,"&#8220;@###### @###### pretty boy face&#8221;
Awee thanks faggot"
403,11082,3,1,2,0,1,1/2/2000,I never seen a Asian or Chinese bitch pregnant ..shit I throught they kids just spawn like call of duty &#128514;&#128557;
404,16320,3,0,0,3,2,0-0-3,RT @###### Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;
405,9357,3,0,1,2,2,0-1-2,Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;
406,8630,3,1,2,0,1,1/2/2000,Cay got her whole lit new clicc from her school &amp; be on that bitch shit too me like ? Okay but anyways WE still DEM GIRLZ
407,17144,3,0,1,2,2,0-1-2,RT @###### mook gon wi 3-0 but this battle is bad
408,816,3,0,0,3,2,0-0-3,#WhatImCraving Peanut Butter Oreos &lt;3
409,24079,3,0,1,2,2,0-1-2,apparently I'm pathetic trash alright (-:
410,9921,3,0,2,1,1,0-2-1,Happy bday @###### I love you my nigguh #livingLegend
411,4305,3,2,1,0,0,2/1/2000,"@###### @###### fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!"
412,8415,3,0,3,0,1,0-3-0,"Bro's before hoes, not bro's over your girlfriend"
413,1743,3,2,1,0,0,2/1/2000,&#8220;@###### &#128514;&#128169;RT @###### Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos
414,17915,3,0,0,3,2,0-0-3,RT @###### Sharing food with your mangia cake friends because they love your food #ItalianProblems
415,3223,3,1,0,2,2,1-0-2,@###### I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal
416,21638,3,1,2,0,1,1/2/2000,Stop spoiling U fags
